Name,State,Population,Pop2000,IncomePerCapita,PercentCollegeGrad,MedianRent,CommuteTime,LandArea
Burnett,WI,15457,15674,27404,16,422,24.5,821.85
Calumet,WI,48971,40631,37793,24.6,492,20,318.24
Chippewa,WI,62415,55195,29267,17.5,479,21.3,1008.37
Clark,WI,34690,33557,26228,10.7,389,20.8,1209.82
Columbia,WI,56833,52468,37230,19.6,556,26.7,765.53
Crawford,WI,16644,17243,26415,16.1,410,23,570.66
Dane,WI,488073,426526,43617,44.4,735,20,1197.24
Dodge,WI,88759,85897,30751,15,549,22.4,875.63
Door,WI,27785,27961,39470,26.8,523,18.6,481.98
Douglas,WI,44159,43287,27899,21.1,490,20.4,1304.14
Dunn,WI,43857,39858,27588,24.7,555,21.5,850.11
Eau Claire,WI,98736,93142,32837,29.3,536,17.4,637.98
Florence,WI,4423,5088,29364,15.6,371,20.4,488.2
Fond du Lac,WI,101633,97296,35089,17.9,523,19.4,719.55
Forest,WI,9304,10024,24823,11,360,21.3,1014.07
Grant,WI,51208,49597,28299,19.1,417,21.5,1146.85
Green,WI,36842,33647,33786,18.3,501,22.9,583.96
Green Lake,WI,19051,19105,33356,16.1,455,22.8,349.44
Iowa,WI,23687,22780,33610,22,496,25.8,762.58
Iron,WI,5916,6861,26176,15.3,373,20.1,758.17
Jackson,WI,20449,19100,28986,13.7,392,21.8,987.72
Jefferson,WI,83686,74021,33649,21.3,592,22.9,556.47
Juneau,WI,26664,24316,25031,11.6,442,22.1,766.93
Kenosha,WI,166426,149577,33025,22,664,26.1,271.99
Kewaunee,WI,20574,20187,32751,13.1,500,22.8,342.52
La Crosse,WI,114638,107120,32853,28.6,533,17.6,451.69
Lafayette,WI,16836,16137,28468,15.3,385,23.9,633.59
Langlade,WI,19977,20740,28727,13.1,403,19.8,870.64
Lincoln,WI,28743,29641,29563,14.7,403,22.1,878.97
Manitowoc,WI,81442,82887,33222,18,437,18.6,589.08
Marathon,WI,134063,125834,35169,20.9,512,18.4,1544.98
Marinette,WI,41749,43384,29140,14.2,418,19.8,1399.35
Marquette,WI,15404,15832,27000,11.9,481,26.7,455.6
Menominee,WI,4232,4562,20638,10.3,256,24.9,357.61
Milwaukee,WI,947735,940164,35852,26.8,615,21.4,241.4
Monroe,WI,44673,40899,28211,15.2,460,19.6,900.78
Oconto,WI,37660,35634,29802,13.4,414,26.6,997.99
Oneida,WI,35998,36776,34252,21.8,478,18.5,1112.97
Outagamie,WI,176695,160971,36687,25.2,546,18.8,637.52
Ozaukee,WI,86395,82317,60059,42.2,668,22.6,233.08
Pepin,WI,7469,7213,29940,16.7,410,26.8,231.98
Pierce,WI,41019,36804,31609,25.2,603,26.5,573.75
Polk,WI,44205,41319,28674,18.1,493,28.2,913.96
Portage,WI,70019,67182,32450,26,514,18.1,800.68
Price,WI,14159,15822,29468,14.6,412,19.6,1254.38
Racine,WI,195408,188831,35763,22.4,580,22.5,332.5
Richland,WI,18021,17924,26354,14.6,448,23.4,586.15
Rock,WI,160331,152307,30891,19.6,563,20.9,718.14
Rusk,WI,14755,15347,23843,14.7,389,22,913.59
Sauk,WI,61976,55225,34709,19.6,567,21.2,830.9
Sawyer,WI,16557,16196,30381,20.4,368,20.1,1257.31
Shawano,WI,41949,40664,29111,13.9,453,23.1,893.06
Sheboygan,WI,115507,112646,37736,20.9,506,17.5,511.27
St. Croix,WI,84345,63155,36543,32.1,694,26.7,722.33
Taylor,WI,20689,19680,26712,12.9,393,21.8,974.88
Trempealeau,WI,28816,27010,29775,17.4,405,21.7,732.97
Vernon,WI,29773,28056,25128,18.4,386,22.7,791.58
Vilas,WI,21430,21033,31635,25.1,433,20.4,856.6
Walworth,WI,102228,93759,32239,25.2,630,23.8,555.13
Washburn,WI,15911,16036,26006,18.5,483,22.1,797.11
Washington,WI,131887,117493,41369,25.9,637,23.3,430.7
Waukesha,WI,389891,360767,52665,38.4,757,22.7,549.57
Waupaca,WI,52410,51731,33439,15.9,491,21.2,747.71
Waushara,WI,24496,23154,26298,12.5,438,26.1,626.15
Winnebago,WI,166994,156763,36600,24.7,519,17.6,434.49
Wood,WI,74749,75555,36028,19,448,18.3,793.12
Barbour,WV,16589,15557,23252,12.1,313,30.6,341.06
Berkeley,WV,104169,75905,29146,18.9,591,29.7,321.14
Boone,WV,24629,25535,24292,8,288,29.5,501.54
Braxton,WV,14523,14702,21174,9.6,305,32,510.81
Brooke,WV,24069,25447,27993,14.7,338,24.3,89.21
Cabell,WV,96319,96784,30646,21.8,441,19.7,281.02
Calhoun,WV,7627,7582,20507,7.5,248,39.1,279.25
Clay,WV,9386,10330,19133,10.1,266,35.6,341.9
Doddridge,WV,8202,7403,20793,8.3,344,33,319.72
Fayette,WV,46039,47579,24351,11.2,330,28.8,661.55
Gilmer,WV,8693,7160,24392,13,331,23.2,338.5
Grant,WV,11937,11299,27013,11.6,335,25.8,477.37
Greenbrier,WV,35480,34453,28533,17.2,365,22.7,1019.57
Hampshire,WV,23964,20203,22849,10.3,370,36.2,640.25
Hancock,WV,30676,32667,29002,15.7,387,23.1,82.61
Hardy,WV,14025,12669,24127,10.1,336,26.1,582.31
Harrison,WV,69099,68652,32627,18.4,362,22,416.01
Jackson,WV,29211,28000,25479,15.3,355,28.4,464.35
Jefferson,WV,53498,42190,35701,28.7,632,37.1,209.64
Kanawha,WV,193063,200073,39337,23,437,20.6,901.59
Lewis,WV,16372,16919,26963,11.5,315,28.1,384.9
Lincoln,WV,21720,22108,21162,8.7,314,36.1,437.04
Logan,WV,36743,37710,27554,8.7,324,25.4,453.74
Marion,WV,56418,56598,29849,19.7,392,24.6,308.74
Marshall,WV,33107,35519,28181,12.2,327,23.5,305.43
Mason,WV,27324,25957,24254,11.8,327,27.2,430.75
McDowell,WV,22113,27329,20344,5.7,226,28.4,533.46
Mercer,WV,62264,62980,27898,16.4,360,22.8,418.99
Mineral,WV,28212,27078,26868,14.1,362,27.8,327.83
Mingo,WV,26839,28253,25793,8.7,293,26.8,423.11
Monongalia,WV,96189,81866,33408,34.3,504,21.2,360.06
Monroe,WV,13502,14583,22269,14.1,301,30.6,472.75
Morgan,WV,17541,14943,33788,12.4,516,33.1,229.07
Nicholas,WV,26233,26562,26030,12.4,316,26.3,646.82
Ohio,WV,44443,47427,36328,24.6,384,19,105.82
Pendleton,WV,7695,8196,27366,15.2,355,30.7,696.05
Pleasants,WV,7605,7514,29757,12.7,324,23.5,130.1
Pocahontas,WV,8719,9131,26358,12.5,268,26.9,940.28
Preston,WV,33520,29334,25753,12.1,290,30.1,648.81
Putnam,WV,55486,51589,33505,23.9,489,25.5,345.67
Raleigh,WV,78859,79220,29658,14.8,386,23.9,605.35
Randolph,WV,29405,28262,28217,16.9,322,20.3,1039.68
Ritchie,WV,10449,10343,25815,9,323,25.5,451.99
Roane,WV,14926,15446,22104,9.5,300,35.4,483.56
Summers,WV,13927,12999,21273,12.2,270,30,360.46
Taylor,WV,16895,16089,23634,13.8,291,32.2,172.77
Tucker,WV,7141,7321,25963,13.2,283,28.5,418.92
Tyler,WV,9208,9592,22732,10.3,301,29,256.29
Upshur,WV,24254,23404,24507,15.5,334,23.2,354.64
Wayne,WV,42481,42903,24893,12.7,349,24.8,505.98
Webster,WV,9154,9719,20870,6.5,265,30.6,553.47
Wetzel,WV,16583,17693,27472,13.4,330,28.8,358.06
Wirt,WV,5717,5873,19165,11,245,32.3,232.51
Wood,WV,86956,87986,29872,18.9,411,19.9,366.26
Wyoming,WV,23796,25708,24030,7.9,284,30,499.45
Albany,WY,36299,32014,34983,48.8,561,12.9,4273.84
Big Horn,WY,11668,11461,28519,19,348,20,3137.1
Campbell,WY,46133,33698,47151,16.9,654,20.9,4802.71
Carbon,WY,15885,15639,40123,18.4,465,16.4,7897.58
Converse,WY,13833,12052,42602,17,473,29.1,4254.88
Crook,WY,7083,5887,43462,18.1,444,24.6,2854.41
Fremont,WY,40123,35804,35512,22.2,431,19.4,9183.81
Goshen,WY,13249,12538,32906,19.9,373,19.9,2225.39
Hot Springs,WY,4812,4882,39168,18.7,350,19.9,2004.09
Johnson,WY,8569,7075,40462,25.6,539,15.1,4154.15
Laramie,WY,91738,81607,43351,22.7,552,15.3,2685.91
Lincoln,WY,18106,14573,40373,17.4,609,23.8,4076.13
Natrona,WY,75450,66533,52543,21.5,514,17.1,5340.35
Niobrara,WY,2484,2407,35128,18.8,309,15.5,2626.04
Park,WY,28205,25786,44060,25.7,483,16.6,6942.08
Platte,WY,8667,8807,34480,16.9,436,16.2,2084.21
Sheridan,WY,29116,26560,50669,22.7,534,17,2523.99
Sublette,WY,10247,5920,61411,26.2,744,19.3,4886.54
Sweetwater,WY,43806,37613,46195,16.9,638,21.9,10426.65
Teton,WY,21294,18251,132728,49.5,870,15.9,3995.38
Uinta,WY,21118,19742,42621,17.3,437,20.6,2081.26
Washakie,WY,8533,8289,40781,24.5,369,12.3,2238.55
Weston,WY,7208,6644,41992,19.3,388,25.3,2398.09
District of Columbia,DC,601723,572059,62484,47.1,882,29.4,61.05
